neighbourhood,date,count,month
Beacon Hill,2006-12-21,6,December
Beacon Hill,2006-12-22,3,December
Beacon Hill,2006-12-23,2,December
Beacon Hill,2006-12-24,4,December
Beacon Hill,2006-12-25,5,December
Beacon Hill,2006-12-26,7,December
Beacon Hill,2006-12-27,4,December
Beacon Hill,2006-12-28,7,December
Beacon Hill,2006-12-29,11,December
Beacon Hill,2006-12-30,10,December
Beacon Hill,2006-12-31,5,December
Beacon Hill,2007-01-01,11,January
Beacon Hill,2007-01-02,10,January
Beacon Hill,2007-01-03,9,January
Beacon Hill,2007-01-04,3,January
Beacon Hill,2007-01-05,7,January
Beacon Hill,2007-01-06,12,January
Beacon Hill,2007-01-07,6,January
Beacon Hill,2007-01-08,10,January
Beacon Hill,2007-01-09,9,January
Beacon Hill,2007-01-10,4,January
Beacon Hill,2007-01-11,4,January
Beacon Hill,2007-01-12,6,January
Beacon Hill,2007-01-13,6,January
Beacon Hill,2007-01-14,9,January
Beacon Hill,2007-01-15,12,January
Beacon Hill,2007-01-16,5,January
Beacon Hill,2007-01-17,4,January
Beacon Hill,2007-01-18,4,January
Beacon Hill,2007-01-19,5,January
Beacon Hill,2007-01-20,9,January
Beacon Hill,2007-01-21,3,January
Beacon Hill,2007-01-22,10,January
Beacon Hill,2007-01-23,8,January
Beacon Hill,2007-01-24,4,January
Beacon Hill,2007-01-25,6,January
Beacon Hill,2007-01-26,5,January
Beacon Hill,2007-01-27,5,January
Beacon Hill,2007-01-28,4,January
Beacon Hill,2007-01-29,3,January
Beacon Hill,2007-01-30,9,January
Beacon Hill,2007-01-31,6,January
Beacon Hill,2007-02-01,1,February
Beacon Hill,2007-02-02,5,February
Beacon Hill,2007-02-03,10,February
Beacon Hill,2007-02-04,4,February
Beacon Hill,2007-02-05,10,February
Beacon Hill,2007-02-06,4,February
Beacon Hill,2007-02-07,2,February
Beacon Hill,2007-02-08,3,February
Beacon Hill,2007-02-09,9,February
Beacon Hill,2007-02-10,6,February
Beacon Hill,2007-02-12,6,February
Beacon Hill,2007-02-13,7,February
Beacon Hill,2007-02-14,5,February
Beacon Hill,2007-02-15,7,February
Beacon Hill,2007-02-16,10,February
Beacon Hill,2007-02-17,9,February
Beacon Hill,2007-02-18,6,February
Beacon Hill,2007-02-19,9,February
Beacon Hill,2007-02-20,10,February
Beacon Hill,2007-02-21,3,February
Beacon Hill,2007-02-22,9,February
Beacon Hill,2007-02-23,15,February
Beacon Hill,2007-02-24,7,February
Beacon Hill,2007-02-25,5,February
Beacon Hill,2007-02-26,8,February
Beacon Hill,2007-02-27,9,February
Beacon Hill,2007-02-28,5,February
Beacon Hill,2007-03-01,6,March
Beacon Hill,2007-03-02,5,March
Beacon Hill,2007-03-03,6,March
Beacon Hill,2007-03-04,4,March
Beacon Hill,2007-03-05,4,March
Beacon Hill,2007-03-06,3,March
Beacon Hill,2007-03-07,7,March
Beacon Hill,2007-03-08,6,March
Beacon Hill,2007-03-09,11,March
Beacon Hill,2007-03-10,6,March
Beacon Hill,2007-03-11,4,March
Beacon Hill,2007-03-12,5,March
Beacon Hill,2007-03-13,4,March
Beacon Hill,2007-03-14,1,March
Beacon Hill,2007-03-15,8,March
Beacon Hill,2007-03-16,2,March
Beacon Hill,2007-03-17,5,March
Beacon Hill,2007-03-18,8,March
Beacon Hill,2007-03-19,10,March
Beacon Hill,2007-03-20,11,March
Beacon Hill,2007-03-21,6,March
Beacon Hill,2007-03-22,8,March
Beacon Hill,2007-03-23,4,March
Beacon Hill,2007-03-24,2,March
Beacon Hill,2007-03-25,11,March
Beacon Hill,2007-03-26,6,March
Beacon Hill,2007-03-27,11,March
Beacon Hill,2007-03-28,4,March
Beacon Hill,2007-03-29,5,March
Beacon Hill,2007-03-30,2,March
Beacon Hill,2007-03-31,6,March
Beacon Hill,2007-04-01,2,April
Beacon Hill,2007-04-02,3,April
Beacon Hill,2007-04-03,8,April
Beacon Hill,2007-04-04,11,April
Beacon Hill,2007-04-05,2,April
Beacon Hill,2007-04-07,7,April
Beacon Hill,2007-04-08,10,April
Beacon Hill,2007-04-09,7,April
Beacon Hill,2007-04-10,5,April
Beacon Hill,2007-04-11,7,April
Beacon Hill,2007-04-12,4,April
Beacon Hill,2007-04-13,4,April
Beacon Hill,2007-04-14,4,April
Beacon Hill,2007-04-15,7,April
Beacon Hill,2007-04-16,11,April
Beacon Hill,2007-04-17,3,April
Beacon Hill,2007-04-18,7,April
Beacon Hill,2007-04-19,10,April
Beacon Hill,2007-04-20,6,April
Beacon Hill,2007-04-21,5,April
Beacon Hill,2007-04-22,9,April
Beacon Hill,2007-04-23,4,April
Beacon Hill,2007-04-24,4,April
Beacon Hill,2007-04-25,2,April
Beacon Hill,2007-04-26,4,April
Beacon Hill,2007-04-27,1,April
Beacon Hill,2007-04-28,6,April
Beacon Hill,2007-04-29,5,April
Beacon Hill,2007-04-30,3,April
Beacon Hill,2007-05-01,3,May
Beacon Hill,2007-05-02,4,May
Beacon Hill,2007-05-03,4,May
Beacon Hill,2007-05-04,3,May
Beacon Hill,2007-05-05,6,May
Beacon Hill,2007-05-06,7,May
Beacon Hill,2007-05-07,3,May
Beacon Hill,2007-05-08,7,May
Beacon Hill,2007-05-09,6,May
Beacon Hill,2007-05-10,6,May
Beacon Hill,2007-05-11,6,May
Beacon Hill,2007-05-12,1,May
Beacon Hill,2007-05-13,8,May
Beacon Hill,2007-05-14,9,May
Beacon Hill,2007-05-15,7,May
Beacon Hill,2007-05-16,4,May
Beacon Hill,2007-05-18,8,May
Beacon Hill,2007-05-19,13,May
Beacon Hill,2007-05-20,9,May
Beacon Hill,2007-05-21,6,May
Beacon Hill,2007-05-22,8,May
Beacon Hill,2007-05-23,5,May
Beacon Hill,2007-05-24,5,May
Beacon Hill,2007-05-25,8,May
Beacon Hill,2007-05-27,2,May
Beacon Hill,2007-05-28,4,May
Beacon Hill,2007-05-29,8,May
Beacon Hill,2007-05-30,2,May
Beacon Hill,2007-05-31,2,May
Beacon Hill,2007-06-01,4,June
Beacon Hill,2007-06-02,4,June
Beacon Hill,2007-06-03,9,June
Beacon Hill,2007-06-04,5,June
Beacon Hill,2007-06-05,4,June
Beacon Hill,2007-06-06,8,June
Beacon Hill,2007-06-07,6,June
Beacon Hill,2007-06-08,3,June
Beacon Hill,2007-06-09,4,June
Beacon Hill,2007-06-10,13,June
Beacon Hill,2007-06-11,6,June
Beacon Hill,2007-06-12,6,June
Beacon Hill,2007-06-13,4,June
Beacon Hill,2007-06-14,3,June
Beacon Hill,2007-06-15,4,June
Beacon Hill,2007-06-16,7,June
Beacon Hill,2007-06-17,4,June
Beacon Hill,2007-06-18,11,June
Beacon Hill,2007-06-19,7,June
Beacon Hill,2007-06-20,3,June
Beacon Hill,2007-06-21,5,June
Beacon Hill,2007-06-22,5,June
Beacon Hill,2007-06-23,4,June
Beacon Hill,2007-06-24,1,June
Beacon Hill,2007-06-25,5,June
Beacon Hill,2007-06-26,5,June
Beacon Hill,2007-06-27,3,June
Beacon Hill,2007-06-28,8,June
Beacon Hill,2007-06-29,6,June
Beacon Hill,2007-06-30,2,June
Beacon Hill,2007-07-01,4,July
Beacon Hill,2007-07-02,15,July
Beacon Hill,2007-07-03,4,July
Beacon Hill,2007-07-04,7,July
Beacon Hill,2007-07-05,6,July
Beacon Hill,2007-07-06,6,July
Beacon Hill,2007-07-07,8,July
Beacon Hill,2007-07-08,4,July
Beacon Hill,2007-07-09,7,July
Beacon Hill,2007-07-10,12,July
Beacon Hill,2007-07-11,6,July
Beacon Hill,2007-07-12,9,July
Beacon Hill,2007-07-13,5,July
Beacon Hill,2007-07-14,8,July
Beacon Hill,2007-07-15,5,July
Beacon Hill,2007-07-16,9,July
Beacon Hill,2007-07-17,8,July
Beacon Hill,2007-07-18,2,July
Beacon Hill,2007-07-19,4,July
Beacon Hill,2007-07-20,7,July
Beacon Hill,2007-07-21,3,July
Beacon Hill,2007-07-22,7,July
Beacon Hill,2007-07-23,7,July
Beacon Hill,2007-07-24,5,July
Beacon Hill,2007-07-25,4,July
Beacon Hill,2007-07-26,7,July
Beacon Hill,2007-07-27,7,July
Beacon Hill,2007-07-28,7,July
Beacon Hill,2007-07-29,8,July
Beacon Hill,2007-07-30,4,July
Beacon Hill,2007-07-31,7,July
Beacon Hill,2007-08-01,4,August
Beacon Hill,2007-08-02,3,August
Beacon Hill,2007-08-03,8,August
Beacon Hill,2007-08-04,6,August
Beacon Hill,2007-08-05,6,August
Beacon Hill,2007-08-06,11,August
Beacon Hill,2007-08-07,6,August
Beacon Hill,2007-08-08,5,August
Beacon Hill,2007-08-09,7,August
Beacon Hill,2007-08-10,7,August
Beacon Hill,2007-08-11,8,August
Beacon Hill,2007-08-12,5,August
Beacon Hill,2007-08-13,6,August
Beacon Hill,2007-08-14,5,August
Beacon Hill,2007-08-15,2,August
Beacon Hill,2007-08-16,2,August
Beacon Hill,2007-08-17,1,August
Beacon Hill,2007-08-18,5,August
Beacon Hill,2007-08-19,8,August
Beacon Hill,2007-08-20,9,August
Beacon Hill,2007-08-21,2,August
Beacon Hill,2007-08-22,2,August
Beacon Hill,2007-08-23,8,August
Beacon Hill,2007-08-24,10,August
Beacon Hill,2007-08-25,7,August
Beacon Hill,2007-08-26,6,August
Beacon Hill,2007-08-27,8,August
Beacon Hill,2007-08-28,6,August
Beacon Hill,2007-08-29,3,August
Beacon Hill,2007-08-30,9,August
Beacon Hill,2007-08-31,7,August
Beacon Hill,2007-09-01,8,September
Beacon Hill,2007-09-02,9,September
Beacon Hill,2007-09-03,9,September
Beacon Hill,2007-09-04,7,September
Beacon Hill,2007-09-05,7,September
Beacon Hill,2007-09-06,3,September
Beacon Hill,2007-09-07,3,September
Beacon Hill,2007-09-08,9,September
Beacon Hill,2007-09-09,3,September
Beacon Hill,2007-09-10,11,September
Beacon Hill,2007-09-11,13,September
Beacon Hill,2007-09-12,6,September
Beacon Hill,2007-09-13,3,September
Beacon Hill,2007-09-14,4,September
Beacon Hill,2007-09-15,4,September
Beacon Hill,2007-09-16,5,September
Beacon Hill,2007-09-17,10,September
Beacon Hill,2007-09-18,8,September
Beacon Hill,2007-09-19,10,September
Beacon Hill,2007-09-20,5,September
Beacon Hill,2007-09-21,3,September
Beacon Hill,2007-09-22,4,September
Beacon Hill,2007-09-23,4,September
Beacon Hill,2007-09-24,7,September
Beacon Hill,2007-09-25,7,September
Beacon Hill,2007-09-26,9,September
Beacon Hill,2007-09-27,10,September
Beacon Hill,2007-09-28,9,September
Beacon Hill,2007-09-29,4,September
Beacon Hill,2007-09-30,7,September
Beacon Hill,2007-10-01,7,October
Beacon Hill,2007-10-02,6,October
Beacon Hill,2007-10-03,6,October
Beacon Hill,2007-10-04,12,October
Beacon Hill,2007-10-05,8,October
Beacon Hill,2007-10-06,8,October
Beacon Hill,2007-10-07,11,October
Beacon Hill,2007-10-08,9,October
Beacon Hill,2007-10-09,7,October
Beacon Hill,2007-10-10,5,October
Beacon Hill,2007-10-11,3,October
Beacon Hill,2007-10-12,6,October
Beacon Hill,2007-10-13,11,October
Beacon Hill,2007-10-14,4,October
Beacon Hill,2007-10-15,8,October
Beacon Hill,2007-10-16,9,October
Beacon Hill,2007-10-17,3,October
Beacon Hill,2007-10-18,8,October
Beacon Hill,2007-10-19,7,October
Beacon Hill,2007-10-20,9,October
Beacon Hill,2007-10-21,3,October
Beacon Hill,2007-10-22,11,October
Beacon Hill,2007-10-23,10,October
Beacon Hill,2007-10-24,7,October
Beacon Hill,2007-10-25,4,October
Beacon Hill,2007-10-26,5,October
Beacon Hill,2007-10-27,3,October
Beacon Hill,2007-10-28,7,October
Beacon Hill,2007-10-29,7,October
Beacon Hill,2007-10-30,3,October
Beacon Hill,2007-10-31,8,October
Beacon Hill,2007-11-01,11,November
Beacon Hill,2007-11-02,4,November
Beacon Hill,2007-11-03,7,November
Beacon Hill,2007-11-04,4,November
Beacon Hill,2007-11-05,5,November
Beacon Hill,2007-11-06,6,November
Beacon Hill,2007-11-07,2,November
Beacon Hill,2007-11-08,4,November
Beacon Hill,2007-11-09,5,November
Beacon Hill,2007-11-10,4,November
Beacon Hill,2007-11-11,9,November
Beacon Hill,2007-11-12,3,November
Beacon Hill,2007-11-13,5,November
Beacon Hill,2007-11-14,5,November
Beacon Hill,2007-11-15,2,November
Beacon Hill,2007-11-16,11,November
Beacon Hill,2007-11-17,8,November
Beacon Hill,2007-11-18,8,November
Beacon Hill,2007-11-19,8,November
Beacon Hill,2007-11-20,5,November
Beacon Hill,2007-11-21,5,November
Beacon Hill,2007-11-22,6,November
Beacon Hill,2007-11-23,9,November
Beacon Hill,2007-11-24,16,November
Beacon Hill,2007-11-25,7,November
Beacon Hill,2007-11-26,9,November
Beacon Hill,2007-11-27,3,November
Beacon Hill,2007-11-28,5,November
Beacon Hill,2007-11-29,3,November
Beacon Hill,2007-11-30,2,November
Beacon Hill,2007-12-01,4,December
Beacon Hill,2007-12-02,7,December
Beacon Hill,2007-12-03,6,December
Beacon Hill,2007-12-04,11,December
Beacon Hill,2007-12-05,8,December
Beacon Hill,2007-12-06,11,December
Beacon Hill,2007-12-07,8,December
Beacon Hill,2007-12-08,11,December
Beacon Hill,2007-12-09,10,December
Beacon Hill,2007-12-10,4,December
Beacon Hill,2007-12-11,14,December
Beacon Hill,2007-12-12,4,December
Beacon Hill,2007-12-13,4,December
Beacon Hill,2007-12-14,8,December
Beacon Hill,2007-12-15,6,December
Beacon Hill,2007-12-16,11,December
Beacon Hill,2007-12-17,6,December
Beacon Hill,2007-12-18,5,December
Beacon Hill,2007-12-19,6,December
Beacon Hill,2007-12-20,14,December
Beacon Hill,2007-12-21,6,December
Beacon Hill,2007-12-22,4,December
Beacon Hill,2007-12-23,11,December
Beacon Hill,2007-12-24,5,December
Beacon Hill,2007-12-25,7,December
Beacon Hill,2007-12-26,11,December
Beacon Hill,2007-12-27,11,December
Beacon Hill,2007-12-28,6,December
Beacon Hill,2007-12-29,6,December
Beacon Hill,2007-12-30,8,December
Beacon Hill,2007-12-31,6,December
Beacon Hill,2008-01-01,4,January
Beacon Hill,2008-01-02,4,January
Beacon Hill,2008-01-03,3,January
Beacon Hill,2008-01-04,2,January
Beacon Hill,2008-01-05,6,January
Beacon Hill,2008-01-06,2,January
Beacon Hill,2008-01-07,4,January
Beacon Hill,2008-01-08,8,January
Beacon Hill,2008-01-09,7,January
Beacon Hill,2008-01-10,6,January
Beacon Hill,2008-01-11,2,January
Beacon Hill,2008-01-12,2,January
Beacon Hill,2008-01-13,2,January
Beacon Hill,2008-01-14,2,January
Beacon Hill,2008-01-15,6,January
Beacon Hill,2008-01-16,4,January
Beacon Hill,2008-01-17,4,January
Beacon Hill,2008-01-18,6,January
Beacon Hill,2008-01-19,6,January
Beacon Hill,2008-01-20,6,January
Beacon Hill,2008-01-21,8,January
Beacon Hill,2008-01-22,9,January
Beacon Hill,2008-01-23,7,January
Beacon Hill,2008-01-24,7,January
Beacon Hill,2008-01-25,3,January
Beacon Hill,2008-01-26,7,January
Beacon Hill,2008-01-27,5,January
Beacon Hill,2008-01-28,3,January
Beacon Hill,2008-01-29,8,January
Beacon Hill,2008-01-30,10,January
Beacon Hill,2008-01-31,3,January
Beacon Hill,2008-02-01,3,February
Beacon Hill,2008-02-02,10,February
Beacon Hill,2008-02-03,5,February
Beacon Hill,2008-02-04,8,February
Beacon Hill,2008-02-05,7,February
Beacon Hill,2008-02-06,3,February
Beacon Hill,2008-02-07,3,February
Beacon Hill,2008-02-08,5,February
Beacon Hill,2008-02-09,3,February
Beacon Hill,2008-02-10,6,February
Beacon Hill,2008-02-11,6,February
Beacon Hill,2008-02-12,7,February
Beacon Hill,2008-02-13,8,February
Beacon Hill,2008-02-14,3,February
Beacon Hill,2008-02-15,5,February
Beacon Hill,2008-02-16,2,February
Beacon Hill,2008-02-17,3,February
Beacon Hill,2008-02-18,7,February
Beacon Hill,2008-02-19,3,February
Beacon Hill,2008-02-20,6,February
Beacon Hill,2008-02-21,3,February
Beacon Hill,2008-02-22,2,February
Beacon Hill,2008-02-23,7,February
Beacon Hill,2008-02-24,4,February
Beacon Hill,2008-02-25,5,February
Beacon Hill,2008-02-26,3,February
Beacon Hill,2008-02-27,5,February
Beacon Hill,2008-02-28,2,February
Beacon Hill,2008-02-29,9,February
Beacon Hill,2008-03-01,3,March
Beacon Hill,2008-03-02,3,March
Beacon Hill,2008-03-03,4,March
Beacon Hill,2008-03-04,3,March
Beacon Hill,2008-03-05,1,March
Beacon Hill,2008-03-06,6,March
Beacon Hill,2008-03-07,14,March
Beacon Hill,2008-03-08,8,March
Beacon Hill,2008-03-09,5,March
Beacon Hill,2008-03-10,4,March
Beacon Hill,2008-03-11,4,March
Beacon Hill,2008-03-12,4,March
Beacon Hill,2008-03-13,6,March
Beacon Hill,2008-03-14,8,March
Beacon Hill,2008-03-15,5,March
Beacon Hill,2008-03-16,4,March
Beacon Hill,2008-03-17,7,March
Beacon Hill,2008-03-18,2,March
Beacon Hill,2008-03-19,5,March
Beacon Hill,2008-03-20,5,March
Beacon Hill,2008-03-21,10,March
Beacon Hill,2008-03-22,8,March
Beacon Hill,2008-03-23,11,March
Beacon Hill,2008-03-24,4,March
Beacon Hill,2008-03-25,7,March
Beacon Hill,2008-03-26,6,March
Beacon Hill,2008-03-27,3,March
Beacon Hill,2008-03-28,6,March
Beacon Hill,2008-03-29,3,March
Beacon Hill,2008-03-30,8,March
Beacon Hill,2008-03-31,11,March
Beacon Hill,2008-04-01,7,April
Beacon Hill,2008-04-02,4,April
Beacon Hill,2008-04-03,15,April
Beacon Hill,2008-04-04,2,April
Beacon Hill,2008-04-05,8,April
Beacon Hill,2008-04-06,4,April
Beacon Hill,2008-04-07,8,April
Beacon Hill,2008-04-08,9,April
Beacon Hill,2008-04-09,3,April
Beacon Hill,2008-04-10,3,April
Beacon Hill,2008-04-11,2,April
Beacon Hill,2008-04-12,6,April
Beacon Hill,2008-04-13,6,April
Beacon Hill,2008-04-14,4,April
Beacon Hill,2008-04-15,5,April
Beacon Hill,2008-04-16,9,April
Beacon Hill,2008-04-17,3,April
Beacon Hill,2008-04-18,3,April
Beacon Hill,2008-04-19,3,April
Beacon Hill,2008-04-20,5,April
Beacon Hill,2008-04-21,7,April
Beacon Hill,2008-04-22,2,April
Beacon Hill,2008-04-23,7,April
Beacon Hill,2008-04-24,11,April
Beacon Hill,2008-04-25,6,April
Beacon Hill,2008-04-26,8,April
Beacon Hill,2008-04-27,6,April
Beacon Hill,2008-04-28,8,April
Beacon Hill,2008-04-29,7,April
Beacon Hill,2008-04-30,6,April
Beacon Hill,2008-05-01,3,May
Beacon Hill,2008-05-02,5,May
Beacon Hill,2008-05-03,5,May
Beacon Hill,2008-05-04,2,May
Beacon Hill,2008-05-05,5,May
Beacon Hill,2008-05-06,6,May
Beacon Hill,2008-05-07,5,May
Beacon Hill,2008-05-08,5,May
Beacon Hill,2008-05-09,7,May
Beacon Hill,2008-05-10,10,May
Beacon Hill,2008-05-11,5,May
Beacon Hill,2008-05-12,7,May
Beacon Hill,2008-05-13,9,May
Beacon Hill,2008-05-14,6,May
Beacon Hill,2008-05-15,6,May
Beacon Hill,2008-05-16,2,May
Beacon Hill,2008-05-17,3,May
Beacon Hill,2008-05-18,3,May
Beacon Hill,2008-05-19,4,May
Beacon Hill,2008-05-20,2,May
Beacon Hill,2008-05-21,4,May
Beacon Hill,2008-05-22,2,May
Beacon Hill,2008-05-23,7,May
Beacon Hill,2008-05-24,4,May
Beacon Hill,2008-05-25,4,May
Beacon Hill,2008-05-26,4,May
Beacon Hill,2008-05-27,5,May
Beacon Hill,2008-05-28,3,May
Beacon Hill,2008-05-29,4,May
Beacon Hill,2008-05-30,5,May
Beacon Hill,2008-05-31,4,May
Beacon Hill,2008-06-01,10,June
Beacon Hill,2008-06-02,5,June
Beacon Hill,2008-06-03,5,June
Beacon Hill,2008-06-04,3,June
Beacon Hill,2008-06-05,4,June
Beacon Hill,2008-06-06,4,June
Beacon Hill,2008-06-07,8,June
Beacon Hill,2008-06-08,4,June
Beacon Hill,2008-06-09,4,June
Beacon Hill,2008-06-10,6,June
Beacon Hill,2008-06-11,6,June
Beacon Hill,2008-06-12,5,June
Beacon Hill,2008-06-13,7,June
Beacon Hill,2008-06-14,8,June
Beacon Hill,2008-06-15,5,June
Beacon Hill,2008-06-16,5,June
Beacon Hill,2008-06-17,4,June
Beacon Hill,2008-06-18,4,June
Beacon Hill,2008-06-19,4,June
Beacon Hill,2008-06-20,5,June
Beacon Hill,2008-06-21,2,June
Beacon Hill,2008-06-22,4,June
Beacon Hill,2008-06-23,3,June
Beacon Hill,2008-06-24,7,June
Beacon Hill,2008-06-25,4,June
Beacon Hill,2008-06-26,5,June
Beacon Hill,2008-06-27,6,June
Beacon Hill,2008-06-28,4,June
Beacon Hill,2008-06-29,6,June
Beacon Hill,2008-06-30,5,June
Beacon Hill,2008-07-01,5,July
Beacon Hill,2008-07-02,8,July
Beacon Hill,2008-07-03,7,July
Beacon Hill,2008-07-04,2,July
Beacon Hill,2008-07-05,10,July
Beacon Hill,2008-07-06,3,July
Beacon Hill,2008-07-07,7,July
Beacon Hill,2008-07-08,1,July
Beacon Hill,2008-07-09,2,July
Beacon Hill,2008-07-10,8,July
Beacon Hill,2008-07-11,7,July
Beacon Hill,2008-07-12,5,July
Beacon Hill,2008-07-13,5,July
Beacon Hill,2008-07-14,7,July
Beacon Hill,2008-07-16,6,July
Beacon Hill,2008-07-17,9,July
Beacon Hill,2008-07-18,3,July
Beacon Hill,2008-07-19,1,July
Beacon Hill,2008-07-20,5,July
Beacon Hill,2008-07-21,7,July
Beacon Hill,2008-07-22,4,July
Beacon Hill,2008-07-23,7,July
Beacon Hill,2008-07-24,4,July
Beacon Hill,2008-07-25,8,July
Beacon Hill,2008-07-26,5,July
Beacon Hill,2008-07-27,4,July
Beacon Hill,2008-07-28,2,July
Beacon Hill,2008-07-29,5,July
Beacon Hill,2008-07-30,4,July
Beacon Hill,2008-07-31,3,July
Beacon Hill,2008-08-01,12,August
Beacon Hill,2008-08-02,3,August
Beacon Hill,2008-08-03,7,August
Beacon Hill,2008-08-04,8,August
Beacon Hill,2008-08-05,4,August
Beacon Hill,2008-08-06,5,August
Beacon Hill,2008-08-07,2,August
Beacon Hill,2008-08-08,6,August
Beacon Hill,2008-08-09,10,August
Beacon Hill,2008-08-10,12,August
Beacon Hill,2008-08-11,8,August
Beacon Hill,2008-08-12,2,August
Beacon Hill,2008-08-13,2,August
Beacon Hill,2008-08-15,7,August
Beacon Hill,2008-08-16,3,August
Beacon Hill,2008-08-17,7,August
Beacon Hill,2008-08-18,7,August
Beacon Hill,2008-08-19,6,August
Beacon Hill,2008-08-20,7,August
Beacon Hill,2008-08-21,5,August
Beacon Hill,2008-08-22,4,August
Beacon Hill,2008-08-23,6,August
Beacon Hill,2008-08-24,4,August
Beacon Hill,2008-08-25,6,August
Beacon Hill,2008-08-26,4,August
Beacon Hill,2008-08-27,3,August
Beacon Hill,2008-08-28,6,August
Beacon Hill,2008-08-29,8,August
Beacon Hill,2008-08-30,9,August
Beacon Hill,2008-08-31,9,August
Beacon Hill,2008-09-01,9,September
Beacon Hill,2008-09-02,6,September
Beacon Hill,2008-09-03,10,September
Beacon Hill,2008-09-04,10,September
Beacon Hill,2008-09-05,7,September
Beacon Hill,2008-09-06,5,September
Beacon Hill,2008-09-07,7,September
Beacon Hill,2008-09-08,4,September
Beacon Hill,2008-09-09,11,September
Beacon Hill,2008-09-10,4,September
Beacon Hill,2008-09-11,12,September
Beacon Hill,2008-09-12,9,September
Beacon Hill,2008-09-13,4,September
Beacon Hill,2008-09-14,6,September
Beacon Hill,2008-09-15,8,September
Beacon Hill,2008-09-16,2,September
Beacon Hill,2008-09-17,6,September
Beacon Hill,2008-09-18,4,September
Beacon Hill,2008-09-19,3,September
Beacon Hill,2008-09-20,9,September
Beacon Hill,2008-09-21,10,September
Beacon Hill,2008-09-22,12,September
Beacon Hill,2008-09-23,7,September
Beacon Hill,2008-09-24,9,September
Beacon Hill,2008-09-25,7,September
Beacon Hill,2008-09-26,10,September
Beacon Hill,2008-09-27,5,September
Beacon Hill,2008-09-28,2,September
Beacon Hill,2008-09-29,4,September
Beacon Hill,2008-09-30,4,September
Beacon Hill,2008-10-01,4,October
Beacon Hill,2008-10-02,4,October
Beacon Hill,2008-10-03,4,October
Beacon Hill,2008-10-04,4,October
Beacon Hill,2008-10-05,5,October
Beacon Hill,2008-10-06,8,October
Beacon Hill,2008-10-07,6,October
Beacon Hill,2008-10-08,6,October
Beacon Hill,2008-10-09,3,October
Beacon Hill,2008-10-10,5,October
Beacon Hill,2008-10-11,5,October
Beacon Hill,2008-10-12,5,October
Beacon Hill,2008-10-13,1,October
Beacon Hill,2008-10-14,5,October
Beacon Hill,2008-10-15,3,October
Beacon Hill,2008-10-16,5,October
Beacon Hill,2008-10-17,12,October
Beacon Hill,2008-10-18,6,October
Beacon Hill,2008-10-19,11,October
Beacon Hill,2008-10-20,4,October
Beacon Hill,2008-10-21,3,October
Beacon Hill,2008-10-22,3,October
Beacon Hill,2008-10-23,4,October
Beacon Hill,2008-10-24,3,October
Beacon Hill,2008-10-25,5,October
Beacon Hill,2008-10-26,3,October
Beacon Hill,2008-10-27,11,October
Beacon Hill,2008-10-28,5,October
Beacon Hill,2008-10-29,5,October
Beacon Hill,2008-10-30,13,October
Beacon Hill,2008-10-31,11,October
Beacon Hill,2008-11-01,10,November
Beacon Hill,2008-11-02,6,November
Beacon Hill,2008-11-03,7,November
Beacon Hill,2008-11-04,8,November
Beacon Hill,2008-11-05,2,November
Beacon Hill,2008-11-06,10,November
Beacon Hill,2008-11-07,3,November
Beacon Hill,2008-11-08,5,November
Beacon Hill,2008-11-09,8,November
Beacon Hill,2008-11-10,3,November
Beacon Hill,2008-11-11,6,November
Beacon Hill,2008-11-12,3,November
Beacon Hill,2008-11-13,8,November
Beacon Hill,2008-11-14,6,November
Beacon Hill,2008-11-15,7,November
Beacon Hill,2008-11-16,12,November
Beacon Hill,2008-11-17,8,November
Beacon Hill,2008-11-18,6,November
Beacon Hill,2008-11-19,2,November
Beacon Hill,2008-11-20,7,November
Beacon Hill,2008-11-21,4,November
Beacon Hill,2008-11-22,13,November
Beacon Hill,2008-11-23,11,November
Beacon Hill,2008-11-24,5,November
Beacon Hill,2008-11-25,8,November
Beacon Hill,2008-11-26,4,November
Beacon Hill,2008-11-27,4,November
Beacon Hill,2008-11-28,5,November
Beacon Hill,2008-11-29,1,November
Beacon Hill,2008-11-30,4,November
Beacon Hill,2008-12-01,7,December
Beacon Hill,2008-12-02,6,December
Beacon Hill,2008-12-03,4,December
Beacon Hill,2008-12-04,7,December
Beacon Hill,2008-12-05,8,December
Beacon Hill,2008-12-06,10,December
Beacon Hill,2008-12-07,7,December
Beacon Hill,2008-12-08,5,December
Beacon Hill,2008-12-09,9,December
Beacon Hill,2008-12-10,6,December
Beacon Hill,2008-12-11,6,December
Beacon Hill,2008-12-12,1,December
Beacon Hill,2008-12-13,6,December
Beacon Hill,2008-12-14,9,December
Beacon Hill,2008-12-15,6,December
Beacon Hill,2008-12-16,3,December
Beacon Hill,2008-12-17,12,December
Beacon Hill,2008-12-18,3,December
Beacon Hill,2008-12-19,9,December
Beacon Hill,2008-12-20,6,December
Beacon Hill,2008-12-21,4,December
Beacon Hill,2008-12-22,6,December
Beacon Hill,2008-12-23,7,December
Beacon Hill,2008-12-24,7,December
Beacon Hill,2008-12-25,5,December
Beacon Hill,2008-12-26,3,December
Beacon Hill,2008-12-27,3,December
Beacon Hill,2008-12-28,3,December
Beacon Hill,2008-12-29,4,December
Beacon Hill,2008-12-30,5,December
Beacon Hill,2008-12-31,6,December
